47451at7088	Complete	M15	1	0
544175at7088	Complete	M15	1	0
320398at7088	Complete	M15	1	0
289109at7088	Complete	M15	1	0
389670at7088	Complete	M15	1	0
270040at7088	Complete	M15	1	0
29538at7088	Complete	M15	1	0
502310at7088	Complete	M15	1	0
616485at7088	Complete	M15	1	0
436282at7088	Complete	M15	1	0
588904at7088	Complete	M15	1	0
398576at7088	Complete	M15	1	0
448857at7088	Complete	M15	1	0
657449at7088	Complete	M15	1	0
564820at7088	Complete	M15	1	0
536273at7088	Complete	M15	1	0
482752at7088	Complete	M15	1	0
567027at7088	Complete	M15	1	0
297670at7088	Complete	M15	1	0
317916at7088	Complete	M15	1	0
349666at7088	Complete	M15	1	0
321114at7088	Complete	M15	1	0
243043at7088	Complete	M15	1	0
451781at7088	Complete	M15	1	0
660224at7088	Complete	M15	1	0
538215at7088	Complete	M15	1	0
584616at7088	Complete	M15	1	0
153682at7088	Complete	M15	1	0
468264at7088	Complete	M15	1	0
618208at7088	Complete	M15	1	0
418487at7088	Complete	M15	1	0
388623at7088	Complete	M15	1	0
325611at7088	Complete	M15	1	0
444325at7088	Complete	M15	1	0
629308at7088	Complete	M15	1	0
284971at7088	Complete	M15	1	0
645959at7088	Complete	M15	1	0
572511at7088	Complete	M15	1	0
519575at7088	Complete	M15	1	0
173231at7088	Complete	M15	1	0
395695at7088	Complete	M15	1	0
337099at7088	Complete	M15	1	0
528126at7088	Complete	M15	1	0
636111at7088	Complete	M15	1	0
371263at7088	Complete	M15	1	0
621943at7088	Complete	M15	1	0
523223at7088	Complete	M15	1	0
180774at7088	Complete	M15	1	0
521244at7088	Complete	M15	1	0
577183at7088	Complete	M15	1	0
447143at7088	Complete	M15	1	0
544897at7088	Complete	M15	1	0
168474at7088	Complete	M15	1	0
169154at7088	Complete	M15	1	0
586706at7088	Complete	M15	1	0
210634at7088	Complete	M15	1	0
559444at7088	Complete	M15	1	0
284508at7088	Complete	M15	1	0
415424at7088	Complete	M15	1	0
